754,贬低，降低价值：diminish；使分心：draw attention,detract,,,,,,,,,,,,,
755,"废品，碎屑，遗骸：product disintegration, destruction, debris",detritus,,,,,,,,,,,,,
756,"投入的，忠诚的：loyalty, devotion；示爱的，恩爱的：love",devoted,,,,,,,,,,,,,
757,（对于宗教）虔诚的：devoted to religion；忠诚的：allegiance,devout,,,,,,,,,,,,,
758,"动作灵活的：ready, skilled；头脑灵活的：mentally adroit, skillful",dexterous,,,,,,,,,,,,,
759,恶魔一般的：devil,diabolic,,,,,,,,,,,,,
760,"模糊的；非实在的：vague insubstantial；（质地精致得）几乎透明的：transparent, translucent",diaphanous,,,,,,,,,,,,,
761,"长篇抨击性演讲：long scolding；挖苦，讽刺的指责：ironic, satirical",diatribe,,,,,,,,,,,,,
762,一分为二，分割：division into two,dichotomy,,,,,,,,,,,,,
763,指令，命令：command；（仗着地位，权力）下令：request,dictate,,,,,,,,,,,,,
764,喜欢说教的：teach,didactic,,,,,,,,,,,,,
765,"顽固的，保守的／顽固的人，保守的人：determined, devoted/opposes change, refuses new ideas",diehard,,,,,,,,,,,,,
766,不自信的：lack self-confidence；内向的：reserved,diffident,,,,,,,,,,,,,
767,"啰嗦的：verbose；不集中的，扩散的：not concentrated；扩展，散开：extend, scatter",diffuse,,,,,,,,,,,,,
768,脱离主题：turn aside main subject,digress,,,,,,,,,,,,,
769,堤坝，水坝：control or confine water；水沟，水渠：long narrow channel,dike,,,,,,,,,,,,,
770,（使）荒废：ruin,dilapidate,,,,,,,,,,,,,
771,"（使）膨胀，扩大：enlarge, expand, wide；详细表达：more fully greater detail",dilate,,,,,,,,,,,,,
772,拖延的，磨蹭的：cause delay procrastination,dilatory,,,,,,,,,,,,,
773,业余爱好者（对艺术或知识领域涉猎浅薄者）／缺乏专业技术的：superficial interest/lacking expert skill,dilettante,,,,,,,,,,,,,
774,"勤勉的，辛勤的：steady, earnest, energetic",diligent,,,,,,,,,,,,,
775,"稀释／经稀释的：concentrated/low strength, concentration；削弱：diminish strength, flavor, brilliance",dilute,,,,,,,,,,,,,
776,"（使）变小，（使）减少：smaller, less；轻视，贬低：lessen, belittle",diminish,,,,,,,,,,,,,
777,喧闹声，嘈杂声：loud noise；重复，使人厌烦地反复灌输：again,din,,,,,,,,,,,,,
778,"昏暗的；肮脏的：darkened, dirty",dingy,,,,,,,,,,,,,
779, 主教管辖区的：diocese,diocesan,,,,,,,,,,,,,
780,使用策略的，机智的：tact,diplomatic,,,,,,,,,,,,,
781,"不吉利的，不详的：calamity；可怕的，恐怖的：fear；迫切的：immediate, urgent；悲惨的：lacking cheer",dire,,,,,,,,,,,,,
782,"挽歌：solemn, mournful music",dirge,,,,,,,,,,,,,
783,"打消错误念头，纠正：free from error, fallacy, misconception",disabuse,,,,,,,,,,,,,
784,不满的，叛逆的：discontented,disaffected,,,,,,,,,,,,,
785,解除武装：reduce armed forces；使息怒，平息，抚慰：lessen；使无害：harmless,disarm,,,,,,,,,,,,,
786,"混乱，无秩序：lack order；使混乱：undo order, arrangement",disarray,,,,,,,,,,,,,
787,拒绝承认，否认：disclaim,disavow,,,,,,,,,,,,,
788,"识别，辨别差异：perceive, detect",discern,,,,,,,,,,,,,
789,"解雇：dismiss；释放：free；不承担责任：freeing obligation, responsibility",discharge,,,,,,,,,,,,,
790,信徒，追随者：follower,disciple,,,,,,,,,,,,,
791,"使不安，使混乱：upset, confuse",discombobulate,,,,,,,,,,,,,
792,使尴尬：embarrassment；阻碍：prevent,discomfit,,,,,,,,,,,,,
793,打扰，使不便：trouble,discommode,,,,,,,,,,,,,
794,"使不安：disturb composure, perturb；使混乱：undo order, arrangement",discompose,,,,,,,,,,,,,
795,使不安：disturb,disconcert,,,,,,,,,,,,,
796,"意见不一致，不和谐：lack agreement, harmony",discord,,,,,,,,,,,,,
797,"羞耻，使丧失名誉：damage reputation, disgrace；怀疑，不相信：not true, real",discredit,,,,,,,,,,,,,
798,（言行）谨慎的：good judgment and restraint；不易察觉的：not readily seen or noticed,discreet,,,,,,,,,,,,,
799,"（在事实和宣称之间的）差异或矛盾：divergence, disagreement",discrepancy,,,,,,,,,,,,,
800,离散的，不连续的：separate,discrete,,,,,,,,,,,,,
801,"谨慎：discreet, circumspection；自制，节制：checking",discretion,,,,,,,,,,,,,
802,自主决定的：one’s own discretion,discretionary,,,,,,,,,,,,,
803,"区分：perceive distinguishing, recognize；歧视：difference",discriminate,,,,,,,,,,,,,
804,（谈话内容）杂乱的：without order,discursive,,,,,,,,,,,,,
805,轻视，鄙视：scorn,disdain,,,,,,,,,,,,,
806,使清醒：free from illusion,disenchant,,,,,,,,,,,,,
807,"分开，使脱离：set free, entanglement",disengage,,,,,,,,,,,,,
808,"呕吐出：discharge, vomit；被迫放弃：give up",disgorge,,,,,,,,,,,,,
809,使发怒，使不满意：discontented；使疏远，使不友好unfriendly,disgruntle,,,,,,,,,,,,,
810,伪装（防止被认出）：prevent recognition；隐藏，掩饰：secret shut off,disguise,,,,,,,,,,,,,
811,使沮丧，使失去信心：lose spirit or morale,dishearten,,,,,,,,,,,,,
812,"不喜欢，厌恶，不情愿：lack willingness, desire ",disinclination,,,,,,,,,,,,,
813,消毒，使无菌：free from infection,disinfect,,,,,,,,,,,,,
814,（从墓地里）掘出：take out ,disinter,,,,,,,,,,,,,
815,"公正的，无偏见的：free from selfish, unbiased；没有兴趣的：lack interest, concern",disinterested,,,,,,,,,,,,,
816,机能失调的：out orderly function；不连贯的：not connected,disjointed,,,,,,,,,,,,,
817,分离的：breaks disunity,disjunctive,,,,,,,,,,,,,
818,分离的：breaks or disunity,disjunctive*,,,,,,,,,,,,,
819,"分解，分拆：pieces, destroy integrity",dismantle,,,,,,,,,,,,,
820,"使失去勇气：lose courage；使不安，使焦虑：trouble, uneasy",dismay,,,,,,,,,,,,,
821,"贬低；轻蔑地说：lower, disrespectful",disparage,,,,,,,,,,,,,
822,"迥然不同的：distinct, different dissimilar",disparate,,,,,,,,,,,,,
823,客观公正的，不易被情绪或偏见影响的：unaffected,dispassionate,,,,,,,,,,,,,
824,迅速：promptness；发送，派遣：one place to another；使死亡：deprive life；获胜，胜过…：victory,dispatch,,,,,,,,,,,,,
825,"使倾向于：tendency incline；处理掉（与of连用，dispose of）：get rid of, throw out；有序地布置：orderly",dispose,,,,,,,,,,,,,
826,反驳，证明为假：prove to be false ,disprove,,,,,,,,,,,,,
827,漠视，不关注：no attention；缺乏兴趣，缺乏关心：interest concern,disregard,,,,,,,,,,,,,
828,"仔细分析：examine, analyze minute；切成片（尤其是为了解剖研究）：cut apart separate",dissect,,,,,,,,,,,,,
829,用假象隐藏真相，掩饰：false,dissemble,,,,,,,,,,,,,
830,"散播，传播：spread, promulgate",disseminate,,,,,,,,,,,,,
831,"意见不合：difference, disagreement",dissension,,,,,,,,,,,,,
832,持异议，不同意：differ；反对正统：departure accepted；不和谐：lack harmony,dissent,,,,,,,,,,,,,
833,"驱散：drive away, disperse；浪费：wastefully, squander；放纵：indulge, intemperate",dissipate,,,,,,,,,,,,,
834,"放荡的，无节制的：restraint, indulging",dissolute,,,,,,,,,,,,,
835,"溶解融化：solution；解散：break into parts, disintegrate；驱散；（使）消失：cease visible；废除，撤销：end",dissolve,,,,,,,,,,,,,
836,（音调）不和谐，刺身；不一致，分歧：disagreeable,dissonance,,,,,,,,,,,,,
837,"劝阻，反对：deter persuasion, exhortation",dissuade,,,,,,,,,,,,,
838,"贬损，伤害（某人的）名誉：lose honor, respect, reputation；弄脏：dirty",distain,,,,,,,,,,,,,
839,远离中心的，（神经）末梢的：situated away,distal,,,,,,,,,,,,,
840,（使）膨胀：expand,distend,,,,,,,,,,,,,
841,"对…用蒸馏法提高纯度：increase, purify；（使）渗出；（使）滴下：fall drops",distill,,,,,,,,,,,,,
842,完全不同的：not of the same kind；特征性的，典型的：serving to identify,distinctive,,,,,,,,,,,,,
843,扭曲，歪曲：twist,distort,,,,,,,,,,,,,
844,"转移（注意力），使分心：draw, direct different；使焦虑，使不安：trouble, uneasy；疯狂的：insane, mad",distract,,,,,,,,,,,,,
845,"精神狂乱的，极疯狂的：agitated, insane",distraught,,,,,,,,,,,,,
846,白天发生或行动的：daytime；每天的：every day；期刊：publication at regular intervals,diurnal,,,,,,,,,,,,,
847,"改变方向：change；（使）分叉，散开：different directions central；分歧：different, differ；离题：depart from",diverge,,,,,,,,,,,,,
848,"多样性：variety, multiformity；分歧，不同点：different",diversity,,,,,,,,,,,,,
849,"使转向：turn, deflect；使消遣：agreeably；使分心：draw something else",divert,,,,,,,,,,,,,
850,剥夺：taking away,divestiture,,,,,,,,,,,,,
851,"泄露（秘密）：known confidence, secret",divulge,,,,,,,,,,,,,
852,教条主义的，照本宣科的：strongly held opinions,doctrinaire,,,,,,,,,,,,,
853,蹒跚，颤巍巍地行进：progress unsteadily,dodder,,,,,,,,,,,,,
854,躲避：avoid,dodge,,,,,,,,,,,,,
855,"脱下：take off, remove",doff,,,,,,,,,,,,,
856,"坚持的，坚决的：continuing, slackening, yielding]；固执的，任性的：sticking to",dogged,,,,,,,,,,,,,
857,教条，信条：doctrine stated authoritatively,dogma,,,,,,,,,,,,,
858,低迷，中断：inactivity；情绪不佳：low spirits,doldrums,,,,,,,,,,,,,
859,"忧伤的：misery, grief",dolorous,,,,,,,,,,,,,
860,笨蛋：stupid,dolt,,,,,,,,,,,,,
861,住所，住宅：residence；为…提供住处：provide domicile,domicile,,,,,,,,,,,,,
862,处于支配地位的：controlling others；（基因）显性的：genetic dominance,dominant,,,,,,,,,,,,,
863,专制统治：overbearing control,domineer,,,,,,,,,,,,,
864,穿上：put on,don,,,,,,,,,,,,,
865,捐赠人，给体：donates,donor,,,,,,,,,,,,,
866,（无目的）地乱涂乱画：aimlessly；漫无目的地打发时光：aimless activity,doodle,,,,,,,,,,,,,
867,静止的，不活跃的：inactivity；（动物）冬眠的：suspended,dormant,,,,,,,,,,,,,
868,闷闷不乐的，死气沉沉的：gloomy；严厉的：harsh,dour,,,,,,,,,,,,,
869,熄灭：put out；弄湿：wet,douse,,,,,,,,,,,,,
870,轻描淡写：，不予重视：minimize significance,downplay,,,,,,,,,,,,,
871,倾盆大雨：heavy rain,downpour,,,,,,,,,,,,,
872,有经验的人，资深人士：knowledge experience；（加入时间较长的）高级会员：senior member,doyen,,,,,,,,,,,,,
873,小憩：lightly,doze,,,,,,,,,,,,,
874,单调的，无聊的：dullness and monotony,drab,,,,,,,,,,,,,
875,极其残酷的，十分严厉的：harsh,draconian,,,,,,,,,,,,,
876,显著的，惹人注意的：striking,dramatic,,,,,,,,,,,,,
877,慢吞吞地说：speak slowly,drawl,,,,,,,,,,,,,
878,恐惧：fear,dread,,,,,,,,,,,,,
879,单调乏味的：nothing cheer；令人不悦的：causing unhappiness,dreary,,,,,,,,,,,,,
880,使湿透，浸透：wet thoroughly,drench,,,,,,,,,,,,,
881,胡言乱语：meaningless；胡言乱语，说傻话：talk stupidity,drivel,,,,,,,,,,,,,
882,（下）细小、轻柔、似雾的雨，毛毛雨：misty rain,drizzle,,,,,,,,,,,,,
883,古怪有趣的，离奇可笑的：amusingly odd,droll,,,,,,,,,,,,,
884,低沉单调地说；嗡嗡地叫：talk monotonous；（昆虫振翅般）单调嗡嗡的声音：monotonous sound；混日子：doing nothing,drone,,,,,,,,,,,,,
885,苦工；单调、卑贱或无趣的工作：tedious work,drudgery,,,,,,,,,,,,,
886,"充满不定性的，值得怀疑的：uncertainty, questionable；（对事实等）持怀疑态度的：not feeling sure；迟疑不决的，不愿行动的：slow to begin because of doubts",dubious,,,,,,,,,,,,,
887,可塑的，有延展性的：malleable；易受影响的：easily led,ductile,,,,,,,,,,,,,
888,悦耳的，令人愉悦的：melodious,dulcet,,,,,,,,,,,,,
889,笨蛋：stupid,dullard,,,,,,,,,,,,,
890,复制品，复制：exactly like something else；易受骗的人：easily deceived；欺骗：deceive,dupe,,,,,,,,,,,,,
891,复制品：exactly alike；复制：make a copy；重复，反复：do over or again,duplicate,,,,,,,,,,,,,
892,欺骗，口是心非：deceptiveness,duplicity,,,,,,,,,,,,,
893,逐渐减少：gradually less,dwindle,,,,,,,,,,,,,
894,有力量的，有活力的：productive activity,dynamic,,,,,,,,,,,,,
895,脾气坏的：bad-tempered；消化不良的：dyspepsia,dyspeptic,,,,,,,,,,,,,
896,严肃认真的：serious,earnest,,,,,,,,,,,,,
897,听力所及的范围：range hear,earshot,,,,,,,,,,,,,
898,震耳欲聋的：distressingly loud,earsplitting,,,,,,,,,,,,,
899,偷听：listen secretly,eavesdrop,,,,,,,,,,,,,
900,热情奔放的：zestfully,ebullient,,,,,,,,,,,,,
901,行为出格的，不循规蹈矩的：deviating conventional,eccentric,,,,,,,,,,,,,
902,辉煌成就：success,éclat,,,,,,,,,,,,,
903,混合的，多元化的：from various sources,eclectic,,,,,,,,,,,,,
904,下降，衰退：lower state；使声望下降，使黯然失色：diminish importance；（在数量、品质上）超越：be greater,eclipse,,,,,,,,,,,,,
905,无法自控的情绪：beyond self-control；狂喜：intense joy,ecstasy,,,,,,,,,,,,,
906,全球基督教会的：whole churches；世界范围的，普遍性的：worldwide,ecumenical,,,,,,,,,,,,,
907,可食用的：eaten,edible,,,,,,,,,,,,,
908,大厦；大建筑物：massive structure；基础，基本结构：basic form,edifice,,,,,,,,,,,,,
909,擦掉，抹去；使不明显：make indistinct,efface,,,,,,,,,,,,,
910,冒泡：bubble；兴奋，热情洋溢：high spirits,effervesce,,,,,,,,,,,,,
911,衰弱的，衰落的：depleted；缺乏信念的，懦弱的：lacking strength of will,effete,,,,,,,,,,,,,
912,有效的：produce a desired effect,efficacious,,,,,,,,,,,,,
913,难闻的气味：offensive smell；没有的副产品，废品：by-product waste,effluvium,,,,,,,,,,,,,
914,"厚颜无耻，放肆大胆：disregard, courtesy",effrontery,,,,,,,,,,,,,
915,光辉灿烂的：resplendent,effulgent,,,,,,,,,,,,,
916,感情泛滥的／溢于言表的；感情表达不节制的／过度的；过分多情的:unrestrained in emotional expression ,effusive,,,,,,,,,,,,,
917,平等主义的：promoting equal rights,egalitarian,,,,,,,,,,,,,
918,利己的，以自我为中心的：centered in oneself,egoistic,,,,,,,,,,,,,
919,详细的，复杂的：complexity；详细阐述：in detail,elaborate,,,,,,,,,,,,,
920,有弹性的：resuming shape；能（迅速从伤痛中）恢复的：recovering from depression,elastic,,,,,,,,,,,,,
921,使开心，使自豪：fill with joy,elate,,,,,,,,,,,,,
922,慈善的：charity,eleemosynary,,,,,,,,,,,,,
923,哀歌（诗），挽歌（诗）：expressing sorrow,elegy,,,,,,,,,,,,,
924,巨大的：enormous size；笨拙的：clumsy,elephantine,,,,,,,,,,,,,
925,（在道德、智力、文化水平上）提升：improve；使兴奋：raise spirits,elevate,,,,,,,,,,,,,
926,激起，唤起：bring out,elicit,,,,,,,,,,,,,
927,含糊不清的：obscurity；椭圆的：ellipse,elliptical,,,,,,,,,,,,,
928,阐明：make lucid,elucidate,,,,,,,,,,,,,
929,躲闪，躲避：avoid adroitly；使无法理解，使困惑：escape the perception,elude,,,,,,,,,,,,,
930,使消瘦，使衰弱：become thin；削弱：feeble,emaciate,,,,,,,,,,,,,
931,解放，解除束缚：free,emancipate,,,,,,,,,,,,,
932,贸易禁止令：prohibition on commerce,embargo,,,,,,,,,,,,,
933,上船：go abroad；开始从事：start,embark-debark,,,,,,,,,,,,,
934,使尴尬：experience distress；阻挠，制造障碍：create difficulty,embarrass,,,,,,,,,,,,,
935,嵌入：enclose,embed,,,,,,,,,,,,,
936,盗用：appropriate,embezzle,,,,,,,,,,,,,
937,鼓励，使大胆：instill courage,embolden,,,,,,,,,,,,,
938,以浮雕效果妆点，装饰：ornament with raised work,emboss,,,,,,,,,,,,,
939,"乐于接受：willingly, eagerly；保围：surround",embrace,,,,,,,,,,,,,
940,（时常伴有夸张和想象内容地）详细说明：give elaborate account,embroider,,,,,,,,,,,,,
941,移民，移居海外：leave ,emigrate,,,,,,,,,,,,,
942,杰出：above others,eminent,,,,,,,,,,,,,
943,起缓和作用的：less intense,emollient,,,,,,,,,,,,,
944,效仿并努力超越：excel through imitation,emulate,,,,,,,,,,,,,
945,制定或颁布（法律）：establish,enact,,,,,,,,,,,,,
946,涂亮漆；使具有光滑或亮泽的表面：give a glossy surface；用亮丽的表面装饰：adorn,enamel,,,,,,,,,,,,,
947,迷恋的，热爱的：intense or excessive love,enamored,,,,,,,,,,,,,
948,赞颂之词：praise,encomium,,,,,,,,,,,,,
949,组成，包含：include；包围：envelop,encompass,,,,,,,,,,,,,
950,阻碍，妨碍：impede；给…增添负担：place burden,encumber,,,,,,,,,,,,,
951,努力，奋斗：conscientious or concerted effort；努力做，拼搏：devote serious and sustained effort,endeavor,,,,,,,,,,,,,
952,地方性的：to a particular region,endemic,,,,,,,,,,,,,
953,公开支持，推崇：express approval,endorse,,,,,,,,,,,,,
954,使衰弱：weaken；使麻木：deprive of emotional vitality,enervate,,,,,,,,,,,,,
955,给予…权力（例如选举权）：endow rights；解放：set free,enfranchise,,,,,,,,,,,,,
956,引起，使发展：cause；产生，出现：come into existence,engender,,,,,,,,,,,,,
957,使全神贯注：occupy exclusively,engross,,,,,,,,,,,,,
958,难以理解或解释的事物，谜：hard to understand,enigma,,,,,,,,,,,,,
959,"使知道，启发：inform, instruct；（在道德或精神上）进行教育：provide moral understanding",enlighten,,,,,,,,,,,,,
960,敌意：mutual hatred,enmity,,,,,,,,,,,,,
961,使尊贵：noble,ennoble,,,,,,,,,,,,,
962,"倦怠；缺乏兴趣：listlessness, lack of interest",ennui,,,,,,,,,,,,,
963,安置：settle securely；隐藏：hiding,ensconce,,,,,,,,,,,,,
964,合唱，合奏曲：two or move vocalists,ensemble,,,,,,,,,,,,,
965,紧随其后：afterward,ensue,,,,,,,,,,,,,
966,使卷入，使纠缠：twist confused mass；使变复杂或困难：complex or difficult,entangle,,,,,,,,,,,,,
967,（像用魔咒般）吸引：hold the attention ,enthrall,,,,,,,,,,,,,
968,热情，兴趣：desire or interest,enthusiasm,,,,,,,,,,,,,
969,"诱使：tempt, lure",entice,,,,,,,,,,,,,
970,"进入权，进入许可：means of entering or participation；使入迷：wonder, enchantment",entrance,,,,,,,,,,,,,
971,诱骗：lure,entrap,,,,,,,,,,,,,
972,"恳求：plead persuade, ask urgently",entreat,,,,,,,,,,,,,
973,清晰地说：articulate；公开宣布，宣称：openly or publicity,enunciate,,,,,,,,,,,,,
974,短暂的：very short time,ephemeral,,,,,,,,,,,,,
975,宏大的，超凡脱俗的：surpassing the usual,epic,,,,,,,,,,,,,
976,美食家：discriminating tastes,epicure,,,,,,,,,,,,,
977,机智的短诗，警句：short witty,epigram,,,,,,,,,,,,,
978,文学作品的结局：concluding section literary；戏剧的收场白：final scene of a paly,epilogue,,,,,,,,,,,,,
979,外号，绰号：descriptive name,epithet,,,,,,,,,,,,,
980,"摘要，概括：short statement, main points；代表，体现，是…的典型范例：represent a typical example of",epitomize,,,,,,,,,,,,,
981,（脾气、性情）温和的：serene,equable,,,,,,,,,,,,,
982,均势，平衡：opposing forces are equal；（感情上的）平静：evenness of emotions,equilibrium,,,,,,,,,,,,,
983,不偏不倚，公平：lack of favoritism,equity,,,,,,,,,,,,,
984,等价的，相等的：equal,equivalent,,,,,,,,,,,,,
985,（带有欺骗目的地）模棱两可地说，说谎话：equivocal,equivocate,,,,,,,,,,,,,
986,侵蚀，慢慢减少：consume gradually,erode,,,,,,,,,,,,,
987,居无定所的：from place to place；误入歧途的，犯错误的：straying proper course or standards,errant,,,,,,,,,,,,,
988,善变的：not constant；异常的，不同寻常的：different from the ordinary,erratic,,,,,,,,,,,,,
989,错误的，不正确的：containing error ,erroneous,,,,,,,,,,,,,
990,博学的：learned,erudite,,,,,,,,,,,,,
991,（使）（战争等）升级，扩大：increase,escalate,,,,,,,,,,,,,
992,刻意避开；戒绝：avoid,eschew,,,,,,,,,,,,,
993,护卫队，护送者：accompanying another；同行，护送：go along with ,escort,,,,,,,,,,,,,
994,深奥难懂的：difficult to understand；少数人知道的：not known by the general,esoteric,,,,,,,,,,,,,
995,"支持；拥护：support；与…结婚：marriage, marry",espouse,,,,,,,,,,,,,
996,"尊重：respect, prize",esteem,,,,,,,,,,,,,
997,值得尊敬的：admirable;可以估量的,estimable,,,,,,,,,,,,,
998,"使疏远，离间，使感情失和：enmity, indifference, friendliness",estrange,,,,,,,,,,,,,
999,蚀刻；留下深刻印象，铭记：produce a vivid impression,etch,,,,,,,,,,,,,
1000,"永恒的：infinite duration, everlasting, perpetual",eternal,,,,,,,,,,,,,
1001,"轻巧精致的：lightness, highly refined, delicate；天国的：heaven；非物质的，精神（上）的：spiritual, not composed of matter",ethereal,,,,,,,,,,,,,
1002,道德规范：governing conduct,ethics,,,,,,,,,,,,,
1003,道德准则：code of good conduct,ethos,,,,,,,,,,,,,
1004,称赞，颂扬：speak in high praise of,eulogize,,,,,,,,,,,,,
1005,婉言，委婉的说法：inoffensive expression,euphemism,,,,,,,,,,,,,
1006,悦耳的：pleasing,euphonious,,,,,,,,,,,,,
1007,感觉极其愉快：overwhelming usually pleasurable,euphoria,,,,,,,,,,,,,
1008,撤空：empty or remove；撤退：remove,evacuate,,,,,,,,,,,,,
1009,逐渐消失的，短暂的：vanish,evanescent,,,,,,,,,,,,,
1010,难以发现，捕捉，分离的；含糊其辞的：equivocal,evasive,,,,,,,,,,,,,
1011,永恒的，持久的：forever,everlasting,,,,,,,,,,,,,
1012,赶出，逐出：expel,evict,,,,,,,,,,,,,
1013,表明：make known,evince,,,,,,,,,,,,,
1014,唤起，引发：call up,evoke,,,,,,,,,,,,,
1015,使加剧，使恶化：severe,exacerbate,,,,,,,,,,,,,
1016,"严格的，苛求的：rigorous；费时间心思的：requiring time, effort, attention",exacting,,,,,,,,,,,,,
1017,提升，提拔：raise；赞扬：praise,exalt,,,,,,,,,,,,,
1018,激怒：excite,exasperate,,,,,,,,,,,,,
1019,挖掘，挖空：dig out,excavate,,,,,,,,,,,,,
1020,"例外的，特别的，非凡的：uncommon, extraordinary",exceptional,,,,,,,,,,,,,
1021,严厉批评：criticize harshly publicly,excoriate,,,,,,,,,,,,,
1022,排泄：discharge,excrete,,,,,,,,,,,,,
1023,折磨，使痛苦：pain,excruciate,,,,,,,,,,,,,
1024,声明无罪；开脱，使无罪：clear fault guilt,exculpate,,,,,,,,,,,,,
1025,离题的；散漫的：passing,excursive,,,,,,,,,,,,,
1026,谴责：morally wrong or evil；痛恨：dislike strongly,execrate,,,,,,,,,,,,,
1027,"榜样的，值得效仿的：being a pattern, imitated；作为警告的：warning",exemplary,,,,,,,,,,,,,
1028,使免除：release liability,exempt,,,,,,,,,,,,,
1029,"耗尽：consume entirely, complete use of；筋疲力尽：wear out",exhaust,,,,,,,,,,,,,
1030,"使高兴；使兴奋：cheerful, excited",exhilarate,,,,,,,,,,,,,
1031,敦促，力劝：urge strong,exhort,,,,,,,,,,,,,
1032,紧急的：immediate,exigent,,,,,,,,,,,,,
1033,大批离去：departure,exodus,,,,,,,,,,,,,
1034,免除责备：free from blame,exonerate,,,,,,,,,,,,,
1035,过度的：exceeding the customary or appropriate limits,exorbitant,,,,,,,,,,,,,
1036,除去：ger rid of,exorcise,,,,,,,,,,,,,
1037,外来的，不同寻常的：unusual,exotic,,,,,,,,,,,,,
1038,"广阔的：great expanse；健谈的，外向的：open, talkative, effusive",expansive,,,,,,,,,,,,,
1039,加快进程：speed up the progress,expedite,,,,,,,,,,,,,
1040,动作迅速：speed,expedition,,,,,,,,,,,,,
1041,赎罪，纠正：extinguish the guilt,expiate,,,,,,,,,,,,,
1042,断气，死亡：die；到期：come to an end,expire,,,,,,,,,,,,,
1043,解释，说明：detailed explanation,explicate,,,,,,,,,,,,,
1044,表达清晰的：fully revealed or expressed；成熟的，完全形成的：fully developed,explicit,,,,,,,,,,,,,
1045,英雄行为：notable act；最大程度地利用：employ,exploit,,,,,,,,,,,,,
1046,倡导者，支持者：advocates；实践者，典型代表：full realization,exponent,,,,,,,,,,,,,
1047,净化（书等），删去（不当处）：remove,expurgate,,,,,,,,,,,,,
1048,程度强烈的：extreme；精致精巧的：refined taste,exquisite,,,,,,,,,,,,,
1049,"现存的：not destroyed, extinct",extant,,,,,,,,,,,,,
1050,即兴表现：without prior preparation,extemporize,,,,,,,,,,,,,
1051,减轻罪过：lessen the seriousness,extenuate,,,,,,,,,,,,,
1052,根除，消灭：killing off,exterminate,,,,,,,,,,,,,
1053,灭绝的：no longer existing,extinct,,,,,,,,,,,,,
1054,熄灭：put out；终止：bring to a complete end,extinguish,,,,,,,,,,,,,
1055,赞美；吹捧：praise,extol,,,,,,,,,,,,,
1056,"勒索：force, intimidation",extort,,,,,,,,,,,,,
1057,用力拔出：take out,extract,,,,,,,,,,,,,
1058,"血统：origin, ancestry",extraction,,,,,,,,,,,,,
1059,无关的：no relevance；非主要因素的：not essential,extraneous,,,,,,,,,,,,,
1060,（通过逻辑）判断：form an opinion through reasoning ,extrapolate,,,,,,,,,,,,,
1061,挥霍的：spending money freely；过度的，不必要的：beyond normal acceptable limit,extravagant,,,,,,,,,,,,,
1062,使解脱，救出：free entanglement,extricate,,,,,,,,,,,,,
1063,"非常高兴的，热情洋溢的：joyously, unrestrained；大量的，充分的：abundance",exuberant,,,,,,,,,,,,,
1064,分泌，流出：flow forth,exude,,,,,,,,,,,,,
1065,感到欢喜：rejoice,exult,,,,,,,,,,,,,
1066,寓言故事：story teach a basic truth；神话，传说：story of supernatural happenings；谎言，虚构：statement in order to deceive,fable,,,,,,,,,,,,,
1067,捏造：make up；搭建，组建，打造：bring into being by combining,fabricate,,,,,,,,,,,,,
1068,传说中的：fable；幻想中的，不真实的：in the imagination；令人惊讶的，令人称奇的：causing wonder；极好的：extremely pleasing ,fabulous,,,,,,,,,,,,,
1069,喜欢开玩笑的，轻浮的：joking,facetious,,,,,,,,,,,,,
1070,表面的，浅尝辄止的：lack of depth；容易的，唾手可得的：easily accomplished,facile,,,,,,,,,,,,,
1071,使变容易，促进：make easy,facilitate,,,,,,,,,,,,,
1072,派系：a party that is often contentious,faction,,,,,,,,,,,,,
1073,（短暂的）流行，时尚：popular for a short time,fad,,,,,,,,,,,,,
1074,保险措施：to preclude loss or injury；万无一失的：no chance of failure,fail-safe,,,,,,,,,,,,,
1075,谬误的，不合逻辑的：containing fallacy；欺骗性的：tending to deceive,fallacious,,,,,,,,,,,,,
1076,可能出错的：erroneous,fallible,,,,,,,,,,,,,
1077,休耕的：untilled；闲置的：not being in a state of use,fallow,,,,,,,,,,,,,
1078,"谎言：untrue, made in order to deceive",falsehood,,,,,,,,,,,,,
1079,蹒跚：walk unsteadily；犹豫踌躇：unsteady in purpose or action,falter,,,,,,,,,,,,,
1080,狂热者：unreasoning enthusiasm；狂热的；盲信的：intense uncritical devotion,fanatic,,,,,,,,,,,,,
1081,幻想中的：不真实的：in the imagination；不切实际的，荒谬的：without regard for reason,fanciful,,,,,,,,,,,,,
1082,幻想：imaginative fiction；产生幻想：form a mental picture,fantasy,,,,,,,,,,,,,
1083,（带有嘲讽元素的）滑稽戏：broadly satirical comedy；闹剧：ridiculous,farce,,,,,,,,,,,,,
1084,强烈吸引，使入迷：hold an intense interest,fascinate,,,,,,,,,,,,,
1085,绝食，斋戒：abstaining from food；快速的：quick；忠诚的：firm in one’s allegiance；稳固的，难以拆卸的：firmly positioned,fast,,,,,,,,,,,,,
1086,挑剔的，极仔细的，追求完美的：meticulous attention to detail,fastidious,,,,,,,,,,,,,
1087,意义重大的：momentous；带来灾难的，毁灭性的：bringing death,fateful,,,,,,,,,,,,,
1088,测量（深度）：measure the depth；彻底理解，弄懂：come to understand,fathom,,,,,,,,,,,,,
